company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change
Callon Petroleum Co,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,119,100,93,100,80,1.262162162,292,6,0.209523224
Callon Petroleum Co,2013,Regulated Carbon Price,70,52,79,58,80,77,1.262162162,187,7,0.134180969
Callon Petroleum Co,2013,Wages and Benefits,42,32,94,63,80,65,1.262162162,160,8,0.114807246
Callon Petroleum Co,2013,Well-being and health,28,6,50,32,56,0,1.262162162,38,9,0.027266721
ConocoPhillips,2013,Associated Energy Costs,100,105,79,73,72,63,0.170549085,241,0,0.022448023
ConocoPhillips,2013,Dividend/reinvestment balance for long-term growth,36,46,75,90,78,0,0.170549085,136,1,0.012667764
ConocoPhillips,2013,GDP and Disposable Income,75,77,66,54,73,61,0.170549085,192,2,0.017883902
ConocoPhillips,2013,Innovation,83,73,69,57,68,56,0.170549085,186,3,0.01732503
ConocoPhillips,2013,Market Transition,71,57,60,48,67,55,0.170549085,160,4,0.014903252
ConocoPhillips,2013,Professional Skills Development,36,58,77,102,79,37,0.170549085,197,5,0.018349628
ConocoPhillips,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,53,100,66,100,86,0.170549085,205,6,0.019094791
ConocoPhillips,2013,Regulated Carbon Price,70,78,79,65,80,56,0.170549085,199,7,0.018535919
ConocoPhillips,2013,Wages and Benefits,42,48,94,71,80,94,0.170549085,213,8,0.019839954
ConocoPhillips,2013,Well-being and health,28,33,50,69,56,0,0.170549085,102,9,0.009500823
"EOG Resources, Inc.",2013,Associated Energy Costs,100,135,79,82,72,72,-0.234200158,289,0,-0.030962418
"EOG Resources, Inc.",2013,Dividend/reinvestment balance for long-term growth,36,22,75,57,78,47,-0.234200158,126,1,-0.013499186
"EOG Resources, Inc.",2013,GDP and Disposable Income,75,128,66,78,73,70,-0.234200158,276,2,-0.029569645
"EOG Resources, Inc.",2013,Innovation,83,126,69,75,68,66,-0.234200158,267,3,-0.028605417
"EOG Resources, Inc.",2013,Market Transition,71,75,60,58,67,65,-0.234200158,198,4,-0.021213006
"EOG Resources, Inc.",2013,Professional Skills Development,36,38,77,66,79,64,-0.234200158,168,5,-0.017998914
"EOG Resources, Inc.",2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,136,100,109,100,89,-0.234200158,334,6,-0.035783556
"EOG Resources, Inc.",2013,Regulated Carbon Price,70,67,79,81,80,83,-0.234200158,231,7,-0.024748507
"EOG Resources, Inc.",2013,Wages and Benefits,42,35,94,113,80,99,-0.234200158,247,8,-0.026462689
"EOG Resources, Inc.",2013,Well-being and health,28,15,50,35,56,0,-0.234200158,50,9,-0.00535682
EQT Corp,2013,Associated Energy Costs,100,56,79,58,72,57,0.431127983,171,0,0.048184892
EQT Corp,2013,Dividend/reinvestment balance for long-term growth,36,19,75,51,78,0,0.431127983,70,1,0.01972481
EQT Corp,2013,GDP and Disposable Income,75,53,66,67,73,61,0.431127983,181,2,0.051002722
EQT Corp,2013,Innovation,83,49,69,61,68,51,0.431127983,161,3,0.045367062
EQT Corp,2013,Market Transition,71,45,60,51,67,52,0.431127983,148,4,0.041703883
EQT Corp,2013,Professional Skills Development,36,13,77,42,79,0,0.431127983,55,5,0.015498065
EQT Corp,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,51,100,79,100,95,0.431127983,225,6,0.063401174
EQT Corp,2013,Regulated Carbon Price,70,71,79,78,80,70,0.431127983,219,7,0.061710476
EQT Corp,2013,Wages and Benefits,42,35,94,72,80,78,0.431127983,185,8,0.052129854
EQT Corp,2013,Well-being and health,28,39,50,43,56,33,0.431127983,115,9,0.032405044
Enerplus Resources (USA) Corporation,2013,Associated Energy Costs,100,188,79,91,72,68,0.370978782,347,0,0.055201388
Enerplus Resources (USA) Corporation,2013,Dividend/reinvestment balance for long-term growth,36,31,75,60,78,0,0.370978782,91,1,0.014476445
Enerplus Resources (USA) Corporation,2013,GDP and Disposable Income,75,126,66,78,73,71,0.370978782,275,2,0.043747498
Enerplus Resources (USA) Corporation,2013,Innovation,83,133,69,79,68,72,0.370978782,284,3,0.045179234
Enerplus Resources (USA) Corporation,2013,Market Transition,71,140,60,77,67,69,0.370978782,286,4,0.045497398
Enerplus Resources (USA) Corporation,2013,Professional Skills Development,36,31,77,66,79,43,0.370978782,140,5,0.022271453
Enerplus Resources (USA) Corporation,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,132,100,113,100,97,0.370978782,342,6,0.054405979
Enerplus Resources (USA) Corporation,2013,Regulated Carbon Price,70,62,79,76,80,72,0.370978782,210,7,0.03340718
Enerplus Resources (USA) Corporation,2013,Wages and Benefits,42,44,94,68,80,90,0.370978782,202,8,0.032134526
Enerplus Resources (USA) Corporation,2013,Well-being and health,28,32,50,75,56,48,0.370978782,155,9,0.024657681
Hess,2013,Associated Energy Costs,100,79,79,62,72,66,0.157380254,207,0,0.01717328
Hess,2013,Dividend/reinvestment balance for long-term growth,36,29,75,50,78,73,0.157380254,152,1,0.012610331
Hess,2013,GDP and Disposable Income,75,78,66,58,73,74,0.157380254,210,2,0.017422168
Hess,2013,Innovation,83,69,69,49,68,50,0.157380254,168,3,0.013937735
Hess,2013,Market Transition,71,64,60,49,67,52,0.157380254,165,4,0.013688847
Hess,2013,Professional Skills Development,36,24,77,54,79,54,0.157380254,132,5,0.010951077
Hess,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,44,100,58,100,79,0.157380254,181,6,0.01501625
Hess,2013,Regulated Carbon Price,70,80,79,111,80,113,0.157380254,304,7,0.025220663
Hess,2013,Wages and Benefits,42,45,94,87,80,109,0.157380254,241,8,0.019994012
Hess,2013,Well-being and health,28,35,50,51,56,51,0.157380254,137,9,0.011365891
MARATHON OIL,2013,Associated Energy Costs,100,126,79,89,72,77,0.053380783,292,0,0.006185392
MARATHON OIL,2013,Dividend/reinvestment balance for long-term growth,36,46,75,125,78,111,0.053380783,282,1,0.005973564
MARATHON OIL,2013,GDP and Disposable Income,75,92,66,69,73,74,0.053380783,235,2,0.00497797
MARATHON OIL,2013,Innovation,83,81,69,80,68,70,0.053380783,231,3,0.004893238
MARATHON OIL,2013,Market Transition,71,101,60,63,67,63,0.053380783,227,4,0.004808507
MARATHON OIL,2013,Professional Skills Development,36,44,77,113,79,94,0.053380783,251,5,0.005316895
MARATHON OIL,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,113,100,151,100,119,0.053380783,383,6,0.008113032
MARATHON OIL,2013,Regulated Carbon Price,70,83,79,92,80,76,0.053380783,251,7,0.005316895
MARATHON OIL,2013,Wages and Benefits,42,49,94,155,80,100,0.053380783,304,8,0.006439587
MARATHON OIL,2013,Well-being and health,28,17,50,47,56,0,0.053380783,64,9,0.001355702
PIONEER NATURAL RESOURCES,2013,Associated Energy Costs,100,150,79,120,72,77,0.506156942,347,0,0.068527686
PIONEER NATURAL RESOURCES,2013,Dividend/reinvestment balance for long-term growth,36,95,75,180,78,115,0.506156942,390,1,0.077019589
PIONEER NATURAL RESOURCES,2013,GDP and Disposable Income,75,85,66,71,73,63,0.506156942,219,2,0.043249462
PIONEER NATURAL RESOURCES,2013,Innovation,83,126,69,123,68,86,0.506156942,335,3,0.066157852
PIONEER NATURAL RESOURCES,2013,Market Transition,71,85,60,64,67,62,0.506156942,211,4,0.041669573
PIONEER NATURAL RESOURCES,2013,Professional Skills Development,36,50,77,98,79,80,0.506156942,228,5,0.045026837
PIONEER NATURAL RESOURCES,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,92,100,102,100,118,0.506156942,312,6,0.061615671
PIONEER NATURAL RESOURCES,2013,Regulated Carbon Price,70,63,79,94,80,79,0.506156942,236,7,0.046606726
PIONEER NATURAL RESOURCES,2013,Wages and Benefits,42,35,94,134,80,0,0.506156942,169,8,0.033375155
PIONEER NATURAL RESOURCES,2013,Well-being and health,28,38,50,78,56,0,0.506156942,116,9,0.022908391
Range Resources,2013,Associated Energy Costs,100,125,79,99,72,0,0.024320988,224,0,0.003445858
Range Resources,2013,Dividend/reinvestment balance for long-term growth,36,28,75,48,78,0,0.024320988,76,1,0.00116913
Range Resources,2013,GDP and Disposable Income,75,98,66,82,73,0,0.024320988,180,2,0.002768993
Range Resources,2013,Innovation,83,125,69,85,68,0,0.024320988,210,3,0.003230492
Range Resources,2013,Market Transition,71,93,60,75,67,0,0.024320988,168,4,0.002584393
Range Resources,2013,Professional Skills Development,36,31,77,70,79,0,0.024320988,101,5,0.001553713
Range Resources,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,127,100,124,100,0,0.024320988,251,6,0.003861207
Range Resources,2013,Regulated Carbon Price,70,63,79,88,80,0,0.024320988,151,7,0.002322877
Range Resources,2013,Wages and Benefits,42,36,94,130,80,0,0.024320988,166,8,0.002553627
Range Resources,2013,Well-being and health,28,14,50,40,56,0,0.024320988,54,9,0.000830698
SM Energy Co,2013,Associated Energy Costs,100,136,79,74,72,65,0.203816278,275,0,0.024888755
SM Energy Co,2013,Dividend/reinvestment balance for long-term growth,36,45,75,78,78,71,0.203816278,194,1,0.017557885
SM Energy Co,2013,GDP and Disposable Income,75,99,66,66,73,65,0.203816278,230,2,0.02081605
SM Energy Co,2013,Innovation,83,123,69,65,68,64,0.203816278,252,3,0.02280715
SM Energy Co,2013,Market Transition,71,127,60,84,67,72,0.203816278,283,4,0.025612792
SM Energy Co,2013,Professional Skills Development,36,47,77,116,79,88,0.203816278,251,5,0.022716646
SM Energy Co,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,113,100,106,100,93,0.203816278,312,6,0.028237424
SM Energy Co,2013,Regulated Carbon Price,70,59,79,70,80,65,0.203816278,194,7,0.017557885
SM Energy Co,2013,Wages and Benefits,42,33,94,101,80,81,0.203816278,215,8,0.019458481
SM Energy Co,2013,Well-being and health,28,15,50,31,56,0,0.203816278,46,9,0.00416321
SOUTHWESTERN ENERGY CO,2013,Associated Energy Costs,100,167,79,100,72,82,0.234836286,349,0,0.033922957
SOUTHWESTERN ENERGY CO,2013,Dividend/reinvestment balance for long-term growth,36,33,75,57,78,0,0.234836286,90,1,0.00874804
SOUTHWESTERN ENERGY CO,2013,GDP and Disposable Income,75,131,66,84,73,82,0.234836286,297,2,0.028868534
SOUTHWESTERN ENERGY CO,2013,Innovation,83,108,69,82,68,81,0.234836286,271,3,0.026341322
SOUTHWESTERN ENERGY CO,2013,Market Transition,71,104,60,72,67,80,0.234836286,256,4,0.024883315
SOUTHWESTERN ENERGY CO,2013,Professional Skills Development,36,39,77,77,79,64,0.234836286,180,5,0.017496081
SOUTHWESTERN ENERGY CO,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,131,100,169,100,129,0.234836286,429,6,0.041698993
SOUTHWESTERN ENERGY CO,2013,Regulated Carbon Price,70,74,79,89,80,94,0.234836286,257,7,0.024980516
SOUTHWESTERN ENERGY CO,2013,Wages and Benefits,42,37,94,82,80,107,0.234836286,226,8,0.021967302
SOUTHWESTERN ENERGY CO,2013,Well-being and health,28,19,50,42,56,0,0.234836286,61,9,0.005929227
Seneca Resources/NATIONAL FUEL GAS CO,2013,Associated Energy Costs,100,37,79,37,72,35,0.141646292,109,0,0.026036165
Seneca Resources/NATIONAL FUEL GAS CO,2013,Dividend/reinvestment balance for long-term growth,36,17,75,30,78,39,0.141646292,86,1,0.020542295
Seneca Resources/NATIONAL FUEL GAS CO,2013,GDP and Disposable Income,75,26,66,29,73,34,0.141646292,89,2,0.021258887
Seneca Resources/NATIONAL FUEL GAS CO,2013,Innovation,83,37,69,27,68,31,0.141646292,95,3,0.02269207
Seneca Resources/NATIONAL FUEL GAS CO,2013,Market Transition,71,26,60,28,67,33,0.141646292,87,4,0.020781159
Seneca Resources/NATIONAL FUEL GAS CO,2013,Professional Skills Development,36,6,77,16,79,0,0.141646292,22,5,0.005255006
Seneca Resources/NATIONAL FUEL GAS CO,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,26,100,43,100,36,0.141646292,105,6,0.025080709
"VITAL ENERGY, INC.",2013,Associated Energy Costs,100,152,79,90,72,0,0.41388737,242,0,0.06077715
"VITAL ENERGY, INC.",2013,Dividend/reinvestment balance for long-term growth,36,14,75,39,78,0,0.41388737,53,1,0.013310698
"VITAL ENERGY, INC.",2013,GDP and Disposable Income,75,93,66,69,73,0,0.41388737,162,2,0.04068553
"VITAL ENERGY, INC.",2013,Innovation,83,137,69,85,68,0,0.41388737,222,3,0.055754245
"VITAL ENERGY, INC.",2013,Market Transition,71,109,60,70,67,0,0.41388737,179,4,0.044955
"VITAL ENERGY, INC.",2013,Professional Skills Development,36,52,77,111,79,0,0.41388737,163,5,0.040936676
"VITAL ENERGY, INC.",2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,159,100,146,100,0,0.41388737,305,6,0.076599301
"VITAL ENERGY, INC.",2013,Regulated Carbon Price,70,67,79,77,80,0,0.41388737,144,7,0.036164916
"VITAL ENERGY, INC.",2013,Wages and Benefits,42,41,94,83,80,0,0.41388737,124,8,0.031142011
"VITAL ENERGY, INC.",2013,Well-being and health,28,22,50,32,56,0,0.41388737,54,9,0.013561843
ANTERO RESOURCES Corp,2014,Associated Energy Costs,100,120,78,102,66,0,-0.464285714,222,0,-0.067721044
ANTERO RESOURCES Corp,2014,Dividend/reinvestment balance for long-term growth,32,20,68,37,77,0,-0.464285714,57,1,-0.017387836
ANTERO RESOURCES Corp,2014,GDP and Disposable Income,77,91,68,88,68,0,-0.464285714,179,2,-0.054603905
ANTERO RESOURCES Corp,2014,Innovation,85,111,71,88,65,0,-0.464285714,199,3,-0.0607049
ANTERO RESOURCES Corp,2014,Market Transition,74,86,62,77,61,0,-0.464285714,163,4,-0.049723109
ANTERO RESOURCES Corp,2014,Professional Skills Development,38,36,84,82,79,0,-0.464285714,118,5,-0.03599587
ANTERO RESOURCES Corp,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,117,100,116,96,0,-0.464285714,233,6,-0.071076591
ANTERO RESOURCES Corp,2014,Regulated Carbon Price,67,75,79,74,79,0,-0.464285714,149,7,-0.045452412
ANTERO RESOURCES Corp,2014,Wages and Benefits,42,49,96,84,100,0,-0.464285714,133,8,-0.040571616
ANTERO RESOURCES Corp,2014,Well-being and health,29,21,52,48,43,0,-0.464285714,69,9,-0.021048433
Callon Petroleum Co,2014,Associated Energy Costs,100,111,78,70,66,69,-0.107526882,250,0,-0.014959221
Callon Petroleum Co,2014,Dividend/reinvestment balance for long-term growth,32,18,68,42,77,0,-0.107526882,60,1,-0.003590213
Callon Petroleum Co,2014,GDP and Disposable Income,77,64,68,52,68,71,-0.107526882,187,2,-0.011189497
Callon Petroleum Co,2014,Innovation,85,80,71,61,65,66,-0.107526882,207,3,-0.012386235
Callon Petroleum Co,2014,Market Transition,74,93,62,57,61,63,-0.107526882,213,4,-0.012745256
Callon Petroleum Co,2014,Professional Skills Development,38,37,84,72,79,62,-0.107526882,171,5,-0.010232107
Callon Petroleum Co,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,134,100,98,96,81,-0.107526882,313,6,-0.018728945
Callon Petroleum Co,2014,Regulated Carbon Price,67,53,79,64,79,69,-0.107526882,186,7,-0.011129661
Callon Petroleum Co,2014,Wages and Benefits,42,34,96,67,100,72,-0.107526882,173,8,-0.010351781
Callon Petroleum Co,2014,Well-being and health,29,9,52,28,43,0,-0.107526882,37,9,-0.002213965
ConocoPhillips,2014,Associated Energy Costs,100,90,78,69,66,58,-0.114996446,217,0,-0.012384233
ConocoPhillips,2014,Dividend/reinvestment balance for long-term growth,32,43,68,102,77,112,-0.114996446,257,1,-0.014667041
ConocoPhillips,2014,GDP and Disposable Income,77,80,68,56,68,58,-0.114996446,194,2,-0.011071618
ConocoPhillips,2014,Innovation,85,74,71,55,65,51,-0.114996446,180,3,-0.010272635
ConocoPhillips,2014,Market Transition,74,57,62,45,61,51,-0.114996446,153,4,-0.00873174
ConocoPhillips,2014,Professional Skills Development,38,67,84,128,79,75,-0.114996446,270,5,-0.015408953
ConocoPhillips,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,52,100,66,96,78,-0.114996446,196,6,-0.011185759
ConocoPhillips,2014,Regulated Carbon Price,67,82,79,68,79,55,-0.114996446,205,7,-0.01169939
ConocoPhillips,2014,Wages and Benefits,42,51,96,71,100,78,-0.114996446,200,8,-0.011414039
ConocoPhillips,2014,Well-being and health,29,29,52,73,43,41,-0.114996446,143,9,-0.008161038
"EOG Resources, Inc.",2014,Associated Energy Costs,100,126,78,81,66,0,0.869726281,207,0,0.121479987
"EOG Resources, Inc.",2014,Dividend/reinvestment balance for long-term growth,32,26,68,65,77,0,0.869726281,91,1,0.053404245
"EOG Resources, Inc.",2014,GDP and Disposable Income,77,111,68,76,68,0,0.869726281,187,2,0.10974279
"EOG Resources, Inc.",2014,Innovation,85,117,71,76,65,0,0.869726281,193,3,0.113263949
"EOG Resources, Inc.",2014,Market Transition,74,74,62,58,61,0,0.869726281,132,4,0.077465499
"EOG Resources, Inc.",2014,Professional Skills Development,38,35,84,67,79,0,0.869726281,102,5,0.059859704
"EOG Resources, Inc.",2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,132,100,113,96,0,0.869726281,245,6,0.14378066
"EOG Resources, Inc.",2014,Regulated Carbon Price,67,58,79,75,79,0,0.869726281,133,7,0.078052359
"EOG Resources, Inc.",2014,Wages and Benefits,42,33,96,112,100,0,0.869726281,145,8,0.085094677
"EOG Resources, Inc.",2014,Well-being and health,29,15,52,32,43,0,0.869726281,47,9,0.027582412
EQT Corp,2014,Associated Energy Costs,100,62,78,64,66,54,-0.145509663,180,0,-0.015452354
EQT Corp,2014,Dividend/reinvestment balance for long-term growth,32,23,68,64,77,0,-0.145509663,87,1,-0.007468638
EQT Corp,2014,GDP and Disposable Income,77,58,68,73,68,67,-0.145509663,198,2,-0.016997589
EQT Corp,2014,Innovation,85,65,71,75,65,57,-0.145509663,197,3,-0.016911743
EQT Corp,2014,Market Transition,74,50,62,60,61,56,-0.145509663,166,4,-0.014250504
EQT Corp,2014,Professional Skills Development,38,14,84,43,79,41,-0.145509663,98,5,-0.008412948
EQT Corp,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,51,100,76,96,98,-0.145509663,225,6,-0.019315442
EQT Corp,2014,Regulated Carbon Price,67,71,79,86,79,74,-0.145509663,231,7,-0.01983052
EQT Corp,2014,Wages and Benefits,42,36,96,74,100,88,-0.145509663,198,8,-0.016997589
EQT Corp,2014,Well-being and health,29,40,52,44,43,31,-0.145509663,115,9,-0.009872337
Enerplus Resources (USA) Corporation,2014,Associated Energy Costs,100,182,78,82,66,74,-0.493759361,338,0,-0.07303749
Enerplus Resources (USA) Corporation,2014,Dividend/reinvestment balance for long-term growth,32,25,68,51,77,41,-0.493759361,117,1,-0.025282208
Enerplus Resources (USA) Corporation,2014,GDP and Disposable Income,77,139,68,86,68,78,-0.493759361,303,2,-0.065474436
Enerplus Resources (USA) Corporation,2014,Innovation,85,137,71,78,65,77,-0.493759361,292,3,-0.063097476
Enerplus Resources (USA) Corporation,2014,Market Transition,74,141,62,72,61,75,-0.493759361,288,4,-0.062233127
Enerplus Resources (USA) Corporation,2014,Professional Skills Development,38,27,84,54,79,38,-0.493759361,119,5,-0.025714382
Enerplus Resources (USA) Corporation,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,128,100,100,96,93,-0.493759361,321,6,-0.069364007
Enerplus Resources (USA) Corporation,2014,Regulated Carbon Price,67,56,79,72,79,64,-0.493759361,192,7,-0.041488752
Enerplus Resources (USA) Corporation,2014,Wages and Benefits,42,30,96,52,100,71,-0.493759361,153,8,-0.033061349
Enerplus Resources (USA) Corporation,2014,Well-being and health,29,41,52,71,43,50,-0.493759361,162,9,-0.035006134
Hess,2014,Associated Energy Costs,100,79,78,62,66,57,-0.181105212,198,0,-0.019013166
Hess,2014,Dividend/reinvestment balance for long-term growth,32,27,68,57,77,60,-0.181105212,144,1,-0.013827757
Hess,2014,GDP and Disposable Income,77,65,68,58,68,69,-0.181105212,192,2,-0.01843701
Hess,2014,Innovation,85,62,71,50,65,43,-0.181105212,155,3,-0.014884044
Hess,2014,Market Transition,74,65,62,50,61,45,-0.181105212,160,4,-0.015364175
Hess,2014,Professional Skills Development,38,26,84,59,79,45,-0.181105212,130,5,-0.012483392
Hess,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,48,100,65,96,76,-0.181105212,189,6,-0.018148932
Hess,2014,Regulated Carbon Price,67,104,79,140,79,117,-0.181105212,361,7,-0.03466542
Hess,2014,Wages and Benefits,42,43,96,82,100,102,-0.181105212,227,8,-0.021797923
Hess,2014,Well-being and health,29,31,52,57,43,42,-0.181105212,130,9,-0.012483392
MARATHON OIL,2014,Associated Energy Costs,100,119,78,87,66,77,-0.264921171,283,0,-0.031264675
MARATHON OIL,2014,Dividend/reinvestment balance for long-term growth,32,46,68,114,77,87,-0.264921171,247,1,-0.027287543
MARATHON OIL,2014,GDP and Disposable Income,77,89,68,73,68,74,-0.264921171,236,2,-0.026072309
MARATHON OIL,2014,Innovation,85,80,71,76,65,71,-0.264921171,227,3,-0.025078026
MARATHON OIL,2014,Market Transition,74,93,62,65,61,69,-0.264921171,227,4,-0.025078026
MARATHON OIL,2014,Professional Skills Development,38,47,84,121,79,91,-0.264921171,259,5,-0.028613254
MARATHON OIL,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,120,100,148,96,110,-0.264921171,378,6,-0.041759884
MARATHON OIL,2014,Regulated Carbon Price,67,76,79,91,79,74,-0.264921171,241,7,-0.026624688
MARATHON OIL,2014,Wages and Benefits,42,40,96,114,100,82,-0.264921171,236,8,-0.026072309
MARATHON OIL,2014,Well-being and health,29,19,52,45,43,0,-0.264921171,64,9,-0.007070457
PIONEER NATURAL RESOURCES,2014,Associated Energy Costs,100,136,78,108,66,0,-0.126269103,244,0,-0.019928629
PIONEER NATURAL RESOURCES,2014,Dividend/reinvestment balance for long-term growth,32,48,68,72,77,0,-0.126269103,120,1,-0.009800965
PIONEER NATURAL RESOURCES,2014,GDP and Disposable Income,77,71,68,65,68,0,-0.126269103,136,2,-0.011107761
PIONEER NATURAL RESOURCES,2014,Innovation,85,113,71,99,65,0,-0.126269103,212,3,-0.017315039
PIONEER NATURAL RESOURCES,2014,Market Transition,74,87,62,63,61,0,-0.126269103,150,4,-0.012251207
PIONEER NATURAL RESOURCES,2014,Professional Skills Development,38,51,84,97,79,0,-0.126269103,148,5,-0.012087857
PIONEER NATURAL RESOURCES,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,82,100,86,96,0,-0.126269103,168,6,-0.013721351
PIONEER NATURAL RESOURCES,2014,Regulated Carbon Price,67,47,79,63,79,0,-0.126269103,110,7,-0.008984218
PIONEER NATURAL RESOURCES,2014,Wages and Benefits,42,33,96,98,100,0,-0.126269103,131,8,-0.010699387
PIONEER NATURAL RESOURCES,2014,Well-being and health,29,38,52,89,43,0,-0.126269103,127,9,-0.010372688
Range Resources,2014,Associated Energy Costs,100,129,78,94,66,71,-0.372785344,294,0,-0.049191603
Range Resources,2014,Dividend/reinvestment balance for long-term growth,32,27,68,48,77,72,-0.372785344,147,1,-0.024595801
Range Resources,2014,GDP and Disposable Income,77,92,68,77,68,73,-0.372785344,242,2,-0.040491047
Range Resources,2014,Innovation,85,102,71,74,65,70,-0.372785344,246,3,-0.041160321
Range Resources,2014,Market Transition,74,87,62,72,61,70,-0.372785344,229,4,-0.038315908
Range Resources,2014,Professional Skills Development,38,32,84,76,79,57,-0.372785344,165,5,-0.027607532
Range Resources,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,134,100,131,96,93,-0.372785344,358,6,-0.059899979
Range Resources,2014,Regulated Carbon Price,67,57,79,76,79,94,-0.372785344,227,7,-0.037981272
Range Resources,2014,Wages and Benefits,42,34,96,127,100,112,-0.372785344,273,8,-0.045677917
Range Resources,2014,Well-being and health,29,13,52,34,43,0,-0.372785344,47,9,-0.007863964
SM Energy Co,2014,Associated Energy Costs,100,143,78,76,66,59,-0.275073643,278,0,-0.034214977
SM Energy Co,2014,Dividend/reinvestment balance for long-term growth,32,49,68,88,77,84,-0.275073643,221,1,-0.027199676
SM Energy Co,2014,GDP and Disposable Income,77,106,68,65,68,59,-0.275073643,230,2,-0.028307355
SM Energy Co,2014,Innovation,85,149,71,70,65,59,-0.275073643,278,3,-0.034214977
SM Energy Co,2014,Market Transition,74,119,62,76,61,64,-0.275073643,259,4,-0.031876543
SM Energy Co,2014,Professional Skills Development,38,49,84,99,79,81,-0.275073643,229,5,-0.028184279
SM Energy Co,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,111,100,109,96,89,-0.275073643,309,6,-0.038030316
SM Energy Co,2014,Regulated Carbon Price,67,58,79,82,79,62,-0.275073643,202,7,-0.024861242
SM Energy Co,2014,Wages and Benefits,42,27,96,82,100,72,-0.275073643,181,8,-0.022276657
SM Energy Co,2014,Well-being and health,29,14,52,34,43,0,-0.275073643,48,9,-0.005907622
SOUTHWESTERN ENERGY CO,2014,Associated Energy Costs,100,176,78,102,66,0,-0.495979135,278,0,-0.079015587
SOUTHWESTERN ENERGY CO,2014,Dividend/reinvestment balance for long-term growth,32,30,68,52,77,0,-0.495979135,82,1,-0.023306756
SOUTHWESTERN ENERGY CO,2014,GDP and Disposable Income,77,141,68,86,68,0,-0.495979135,227,2,-0.064519922
