ticker,company_name,year,db_ceo,fmp_ceo,fmp_source,status,db_source
ABBV,AbbVie Inc,2023,Richard Gonzalez,Robert Michael,fmp_key_executives,MISMATCH,openai
ABBV,AbbVie Inc,2024,Richard Gonzalez,Robert Michael,fmp_key_executives,MISMATCH,openai
ABBV,AbbVie Inc,2025,Robert Michael,Robert Michael,fmp_key_executives,MATCH,local_10k
ABNB,Airbnb Inc,2013,Stephen Kaufer,,,NO_FMP_REF,local_10k
ABNB,Airbnb Inc,2015,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2016,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2017,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2018,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2019,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2020,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2021,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2022,Brian Chesky,,,NO_FMP_REF,openai
ABNB,Airbnb Inc,2023,Brian Chesky,Brian Chesky,fmp_profile,MATCH,openai
ABNB,Airbnb Inc,2024,Brian Chesky,Brian Chesky,fmp_profile,MATCH,openai
ABNB,Airbnb Inc,2025,Brian Chesky,Brian Chesky,fmp_profile,MATCH,local_10k
ABT,Abbott Laboratories,2012,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2013,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2014,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2015,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2016,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2017,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2018,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2019,Miles White,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2020,Robert Ford,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2021,Robert Ford,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2022,Robert Ford,,,NO_FMP_REF,openai
ABT,Abbott Laboratories,2023,Robert Ford,Robert Ford,fmp_profile,MATCH,openai
ABT,Abbott Laboratories,2024,Robert Ford,Robert Ford,fmp_profile,MATCH,openai
ABT,Abbott Laboratories,2025,Robert Ford,Robert Ford,fmp_profile,MATCH,local_10k
ACGL,Arch Capital Group Ltd,2012,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2013,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2014,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2015,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2016,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2017,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2018,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2019,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2020,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2021,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2022,Marc Grandisson,,,NO_FMP_REF,openai
ACGL,Arch Capital Group Ltd,2023,Marc Grandisson,Nicolas Alain Emmanuel Papadopoulo,fmp_profile,MISMATCH,openai
ACGL,Arch Capital Group Ltd,2024,Marc Grandisson,Nicolas Alain Emmanuel Papadopoulo,fmp_profile,MISMATCH,openai
ACGL,Arch Capital Group Ltd,2025,Nicolas Papadopoulo,Nicolas Alain Emmanuel Papadopoulo,fmp_profile,MATCH,local_10k
ACN,Accenture plc,2012,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2013,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2014,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2015,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2016,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2017,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2018,Pierre Nanterme,,,NO_FMP_REF,openai
ACN,Accenture plc,2019,Julie Sweet,,,NO_FMP_REF,openai
ACN,Accenture plc,2020,Julie Sweet,,,NO_FMP_REF,openai
ACN,Accenture plc,2021,Julie Sweet,,,NO_FMP_REF,openai
ACN,Accenture plc,2022,Julie Sweet,,,NO_FMP_REF,openai
ACN,Accenture plc,2023,Julie Sweet,Julie Spellman Sweet,fmp_profile,MATCH,openai
ACN,Accenture plc,2024,Julie Sweet,Julie Spellman Sweet,fmp_profile,MATCH,openai
ACN,Accenture plc,2025,Julie Sweet,Julie Spellman Sweet,fmp_profile,MATCH,openai
ADBE,Adobe Systems Incorporated,2012,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2013,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2014,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2015,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2016,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2017,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2018,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2019,Shantanu Narayen,,,NO_FMP_REF,openai
ADBE,Adobe Systems Incorporated,2020,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADBE,Adobe Systems Incorporated,2021,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADBE,Adobe Systems Incorporated,2022,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADBE,Adobe Systems Incorporated,2023,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADBE,Adobe Systems Incorporated,2024,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADBE,Adobe Systems Incorporated,2025,Shantanu Narayen,Shantanu Narayen,fmp_key_executives,MATCH,openai
ADI,Analog Devices Inc,2012,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2013,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2014,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2015,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2016,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2017,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2018,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2019,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2020,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2021,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2022,Vincent Roche,,,NO_FMP_REF,openai
ADI,Analog Devices Inc,2023,Vincent Roche,Vincent Roche,fmp_profile,MATCH,openai
ADI,Analog Devices Inc,2024,Vincent Roche,Vincent Roche,fmp_profile,MATCH,openai
ADI,Analog Devices Inc,2025,Vincent Roche,Vincent Roche,fmp_profile,MATCH,ddgs
ADM,Archer-Daniels-Midland Company,2012,Patricia Woertz,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2013,Patricia Woertz,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2014,Patricia Woertz,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2015,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2016,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2017,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2018,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2019,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2020,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2021,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2022,Juan Luciano,,,NO_FMP_REF,openai
ADM,Archer-Daniels-Midland Company,2023,Juan Luciano,Juan Ricardo Luciano,fmp_profile,MATCH,openai
ADM,Archer-Daniels-Midland Company,2024,Juan Luciano,Juan Ricardo Luciano,fmp_profile,MATCH,openai
ADM,Archer-Daniels-Midland Company,2025,Juan Luciano,Juan Ricardo Luciano,fmp_profile,MATCH,openai
ADP,Automatic Data Processing Inc,2012,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2013,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2014,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2015,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2016,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2017,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2018,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2019,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2020,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2021,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2022,Carlos Rodriguez,,,NO_FMP_REF,openai
ADP,Automatic Data Processing Inc,2023,Carlos Rodriguez,Maria Black,fmp_profile,MISMATCH,openai
ADP,Automatic Data Processing Inc,2024,Carlos Rodriguez,Maria Black,fmp_profile,MISMATCH,openai
ADP,Automatic Data Processing Inc,2025,Carlos Rodriguez,Maria Black,fmp_profile,MISMATCH,openai
ADSK,Autodesk Inc,2012,Carl Bass,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2013,Carl Bass,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2014,Carl Bass,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2015,Carl Bass,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2016,Carl Bass,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2017,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2018,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2019,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2020,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2021,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2022,Andrew Anagnost,,,NO_FMP_REF,openai
ADSK,Autodesk Inc,2023,Andrew Anagnost,Andrew Anagnost,fmp_profile,MATCH,openai
ADSK,Autodesk Inc,2024,Andrew Anagnost,Andrew Anagnost,fmp_profile,MATCH,openai
ADSK,Autodesk Inc,2025,Andrew Anagnost,Andrew Anagnost,fmp_profile,MATCH,openai
AEE,Ameren Corp,2012,Thomas Voss,,,NO_FMP_REF,openai
AEE,Ameren Corp,2013,Thomas Voss,,,NO_FMP_REF,openai
AEE,Ameren Corp,2014,Thomas Voss,,,NO_FMP_REF,openai
AEE,Ameren Corp,2015,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2016,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2017,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2018,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2019,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2020,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2021,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2022,Warner Baxter,,,NO_FMP_REF,openai
AEE,Ameren Corp,2023,Warner Baxter,Martin Lyons Jr.,fmp_profile,MISMATCH,openai
AEE,Ameren Corp,2024,Warner Baxter,Martin Lyons Jr.,fmp_profile,MISMATCH,openai
AEE,Ameren Corp,2025,Martin Lyons,Martin Lyons Jr.,fmp_profile,MISMATCH,ddgs
AEP,American Electric Power Co Inc,2012,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2013,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2014,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2015,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2016,Nick Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2017,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2018,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2019,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2020,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2021,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2022,Nicholas Akins,,,NO_FMP_REF,openai
AEP,American Electric Power Co Inc,2023,Nicholas Akins,William Fehrman,fmp_profile,MISMATCH,openai
AEP,American Electric Power Co Inc,2024,William Fehrman,William Fehrman,fmp_profile,MATCH,local_10k
AEP,American Electric Power Co Inc,2025,William Fehrman,William Fehrman,fmp_profile,MATCH,local_10k
AES,The AES Corporation,2012,David Hill,,,NO_FMP_REF,openai
AES,The AES Corporation,2013,Paul Hanrahan,,,NO_FMP_REF,openai
AES,The AES Corporation,2014,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2015,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2016,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2017,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2018,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2019,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2020,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2021,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2022,Andrés Gluski,,,NO_FMP_REF,openai
AES,The AES Corporation,2023,Andrés Gluski,Andres Ricardo Gluski Weilert,fmp_profile,MISMATCH,openai
AES,The AES Corporation,2024,Andrés Gluski,Andres Ricardo Gluski Weilert,fmp_profile,MISMATCH,manual_fix
AES,The AES Corporation,2025,Andrés Gluski,Andres Ricardo Gluski Weilert,fmp_profile,MISMATCH,manual_fix
AFL,Aflac Incorporated,2012,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2013,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2014,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2015,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2016,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2017,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2018,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2019,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2020,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2021,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2022,Daniel Amos,,,NO_FMP_REF,openai
AFL,Aflac Incorporated,2023,Daniel Amos,Daniel Paul Amos,fmp_profile,MATCH,openai
AFL,Aflac Incorporated,2024,Daniel Amos,Daniel Paul Amos,fmp_profile,MATCH,openai
AFL,Aflac Incorporated,2025,Daniel Amos,Daniel Paul Amos,fmp_profile,MATCH,manual_fix
AIG,American International Group Inc,2012,Robert Benmosche,,,NO_FMP_REF,openai
AIG,American International Group Inc,2013,Robert Benmosche,,,NO_FMP_REF,openai
AIG,American International Group Inc,2014,Peter Hancock,,,NO_FMP_REF,openai
AIG,American International Group Inc,2015,Peter Hancock,,,NO_FMP_REF,openai
AIG,American International Group Inc,2016,Peter Hancock,,,NO_FMP_REF,openai
AIG,American International Group Inc,2017,Peter Hancock,,,NO_FMP_REF,openai
AIG,American International Group Inc,2018,Brian Duperreault,,,NO_FMP_REF,openai
AIG,American International Group Inc,2019,Brian Duperreault,,,NO_FMP_REF,openai
AIG,American International Group Inc,2020,Peter Hancock,,,NO_FMP_REF,openai
AIG,American International Group Inc,2021,Peter Zaffino,,,NO_FMP_REF,openai
AIG,American International Group Inc,2022,Peter Zaffino,,,NO_FMP_REF,openai
AIG,American International Group Inc,2023,Peter Zaffino,Peter Salvatore Zaffino,fmp_profile,MATCH,openai
AIG,American International Group Inc,2024,Peter Zaffino,Peter Salvatore Zaffino,fmp_profile,MATCH,manual_fix
AIG,American International Group Inc,2025,Guy Carpenter,Peter Salvatore Zaffino,fmp_profile,MISMATCH,local_10k
AIZ,Assurant Inc,2012,Robert Pollock,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2013,Robert Pollock,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2014,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2015,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2016,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2017,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2018,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2019,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2020,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2021,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2022,Alan Colberg,,,NO_FMP_REF,openai
AIZ,Assurant Inc,2023,Catherine McHugh,Keith Warner Demmings,fmp_profile,MISMATCH,openai
AIZ,Assurant Inc,2024,Keith Demmings,Keith Warner Demmings,fmp_profile,MATCH,local_10k
AIZ,Assurant Inc,2025,Keith Demmings,Keith Warner Demmings,fmp_profile,MATCH,local_10k
AJG,Arthur J Gallagher & Co,2012,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2013,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2014,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2015,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2016,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2017,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2018,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2019,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2020,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2021,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2022,Patrick Gallagher Jr,,,NO_FMP_REF,openai
AJG,Arthur J Gallagher & Co,2023,Patrick Gallagher Jr,Patrick Gallagher Jr.,fmp_profile,MISMATCH,openai
AJG,Arthur J Gallagher & Co,2024,Patrick Gallagher Jr,Patrick Gallagher Jr.,fmp_profile,MISMATCH,manual_fix
AJG,Arthur J Gallagher & Co,2025,Douglas Howell,Patrick Gallagher Jr.,fmp_profile,MISMATCH,local_10k
AKAM,Akamai Technologies Inc,2012,Paul Sagan,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2013,Paul Sagan,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2014,Paul Sagan,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2015,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2016,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2017,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2018,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2019,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2020,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2021,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2022,Tom Leighton,,,NO_FMP_REF,openai
AKAM,Akamai Technologies Inc,2023,Tom Leighton,Thomson Leighton,fmp_profile,MISMATCH,manual_fix
AKAM,Akamai Technologies Inc,2024,Tom Leighton,Thomson Leighton,fmp_profile,MISMATCH,manual_fix
AKAM,Akamai Technologies Inc,2025,Tom Leighton,Thomson Leighton,fmp_profile,MISMATCH,manual_fix
ALB,Albemarle Corp,2012,John McCoy,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2013,Luke Kissam,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2014,Luke Kissam,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2015,Luke Kissam,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2016,Martin Bunker,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2017,Luke Kissam,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2018,Luke Kissam,,,NO_FMP_REF,openai
ALB,Albemarle Corp,2019,Luke Kissam,,,NO_FMP_REF,manual_fix
ALB,Albemarle Corp,2020,Kent Masters,,,NO_FMP_REF,manual_fix
ALB,Albemarle Corp,2021,Kent Masters,,,NO_FMP_REF,manual_fix
ALB,Albemarle Corp,2022,Kent Masters,,,NO_FMP_REF,manual_fix
ALB,Albemarle Corp,2023,Kent Masters,Jerry Kent Jr.,fmp_profile,MISMATCH,manual_fix
ALB,Albemarle Corp,2024,Kent Masters,Jerry Kent Jr.,fmp_profile,MISMATCH,manual_fix
ALB,Albemarle Corp,2025,Kent Masters,Jerry Kent Jr.,fmp_profile,MISMATCH,local_10k
ALGN,Align Technology Inc,2012,Thomas Prescott,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2013,Thomas Prescott,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2014,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2015,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2016,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2017,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2018,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2019,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2020,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2021,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2022,Joseph Hogan,,,NO_FMP_REF,openai
ALGN,Align Technology Inc,2023,Joseph Hogan,Joseph Hogan,fmp_profile,MATCH,openai
ALGN,Align Technology Inc,2024,Joseph Hogan,Joseph Hogan,fmp_profile,MATCH,local_10k
ALGN,Align Technology Inc,2025,Joseph Hogan,Joseph Hogan,fmp_profile,MATCH,local_10k
ALL,The Allstate Corporation,2012,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2013,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2014,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2015,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2016,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2017,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2018,Thomas Wilson,,,NO_FMP_REF,openai
ALL,The Allstate Corporation,2019,Thomas Wilson,,,NO_FMP_REF,openai
